id,name,brief,desc
940049,Fragment de Poupée Monstre 10 étoiles,Invoquer,Collectez 50 Fragments pour invoquer une Poupée 10 étoiles de la Maison Monstre\nLes Poupées peuvent être utilisées comme Fille Matérielle afin d'éveiller et libérer d'autres Filles
940050,Fragment de Poupée Fée 10 étoiles,Invoquer,Collectez 50 Fragments pour invoquer une Poupée 10 étoiles de la Maison Fée\nLes Poupées peuvent être utilisées comme Fille Matérielle afin d'éveiller et libérer d'autres Filles
940051,Fragment de Poupée Démon 10 étoiles,Invoquer,Collectez 50 Fragments pour invoquer une Poupée 10 étoiles de la Maison Démon\nLes Poupées peuvent être utilisées comme Fille Matérielle afin d'éveiller et libérer d'autres Filles
940052,Fragment de Poupée Ange 10 étoiles,Invoquer,Collectez 50 Fragments pour invoquer une Poupée 10 étoiles de la Maison Ange\nLes Poupées peuvent être utilisées comme Fille Matérielle afin d'éveiller et libérer d'autres Filles
7132,Citrouille Diabolique,Skin,Skin de Rina - Citrouille Diabolique
27132,Citrouille Diabolique,Skin,Skin de Rina - Citrouille Diabolique
4101005,Boîte de Filles d'Halloween,Boîte à choix,"À utiliser pour choisir l'une des récompenses suivantes après son ouverture：Dracula 5 étoiles *50, Ennmaya 5 étoiles *50, Fille 5 étoiles *50"
4302001,Boîte de Skin d'Halloween,Boîte à choix,"À utiliser pour choisir l'une des récompenses suivantes après son ouverture：Skin de Dracula - Habit de Sorcière, Skin d'Ennmaya - Halloween, Ticket de Costume *120"
1167,Épée de Guerrière,Arme,
2167,Armure de Guerrière,Armure,
3167,Casque de Guerrière,Accessoire,
4167,Bottes de Guerrière,Bas,
1267,Bâton de Mage,Arme,
2267,Robe de Mage,Armure,
3267,Couronne de Mage,Accessoire,
4267,Bottes de Mage,Bas,
1367,Arc de l'Éclaireur,Arme,
2367,Corsage de l'Éclaireur,Armure,
3367,Carquois de l'Éclaireur,Accessoire,
4367,Bottes de l'Éclaireur,Bas,
1467,Dague de l'Assassin,Arme,
2467,Capuche de l'Assassin,Armure,
3467,Anneau de l'Assassin,Accessoire,
4467,Bottes de l'Assassin,Bas,
1567,Potion de Prêtre,Arme,
2567,Chant de Prêtre,Armure,
3567,Croix de Prêtre,Accessoire,
4567,Bottes de Prêtre,Bas,
1168,Épée de Guerrière,Arme,
2168,Armure de Guerrière,Armure,
3168,Casque de Guerrière,Accessoire,
4168,Bottes de Guerrière,Bas,
1268,Bâton de Mage,Arme,
2268,Robe de Mage,Armure,
3268,Couronne de Mage,Accessoire,
4268,Bottes de Mage,Bas,
1368,Arc de l'Éclaireur,Arme,
2368,Corsage de l'Éclaireur,Armure,
3368,Carquois de l'Éclaireur,Accessoire,
4368,Bottes de l'Éclaireur,Bas,
1468,Dague de l'Assassin,Arme,
2468,Capuche de l'Assassin,Armure,
3468,Anneau de l'Assassin,Accessoire,
4468,Bottes de l'Assassin,Bas,
1568,Potion de Prêtre,Arme,
2568,Chant de Prêtre,Armure,
3568,Croix de Prêtre,Accessoire,
4568,Bottes de Prêtre,Bas,
1169,Épée de Guerrière,Arme,
2169,Armure de Guerrière,Armure,
3169,Casque de Guerrière,Accessoire,
4169,Bottes de Guerrière,Bas,
1269,Bâton de Mage,Arme,
2269,Robe de Mage,Armure,
3269,Couronne de Mage,Accessoire,
4269,Bottes de Mage,Bas,
1369,Arc de l'Éclaireur,Arme,
2369,Corsage de l'Éclaireur,Armure,
3369,Carquois de l'Éclaireur,Accessoire,
4369,Bottes de l'Éclaireur,Bas,
1469,Dague de l'Assassin,Arme,
2469,Capuche de l'Assassin,Armure,
3469,Anneau de l'Assassin,Accessoire,
4469,Bottes de l'Assassin,Bas,
1569,Potion de Prêtre,Arme,
2569,Chant de Prêtre,Armure,
3569,Croix de Prêtre,Accessoire,
4569,Bottes de Prêtre,Bas,
183,Roulement Conique,Matériel d'Événement,"Matériel Spécial, utilisé pour échanger des objets dans l'événement de Technologie Supérieure"
184,Fragments de Météorite,Matériel d'Événement,"Matériel Spécial, obtenable dans l'événement de Technologie Supérieure, utilisable pour améliorer l'équipement de Guerrier/Mage/Éclaireur/Assassin/Prêtre"
7061,Halloween,Skin,Skin d'Ennmaya - Halloween
27061,Halloween,Skin,Skin d'Ennmaya - Halloween
7133,Jugement d'Amour,Skin,Skin de Lucifael - Jugement d'Amour
21733,Jugement d'Amour,Skin,Skin de Lucifael - Jugement d'Amour
185,Ticket d'Exploration,Matériel d'Événement,"Matériel d'Événement, à utiliser pour débloquer de nouveaux Bonus dans l'événement Exploration du Vieux Campus"
1100007,Soirée du Campus,Meuble,Quelle nuit tranquille ! Bonne nuit~
20001044,Avatar de Thanksgiving,Avatar Spécial,Avatar de Thanksgiving 2020
4101006,Boîte de Filles de Thanksgiving,Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Fantôme/Humain/Monstre/Fée. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
186,Ballon Rose,Matériel d'Événement,"Matériel d'Événement, utilisable pour participer à l'événement Ballons Colorés"
7134,Omerta,Skin,Skin d'Isabelle - Omerta
27134,Omerta,Skin,Skin d'Isabelle - Omerta
20001045,Avatar de Viviane,Avatar Spécial,Avatar Spécial de Viviane
930192,Fragment de Viviane 5 étoiles,Recruter une Fille,Collectez 50 Fragments pour recruter cette Fille
51013,Viviane,,
651020,Viviane,,
751013,Viviane,,
27124,Douceur d'Automne,Skin,Skin de Giana - Douceur d'Automne
27125,Inséparables,Skin,Skin de Lucifael - Inséparables
930193,Joan 5 étoiles,Recruter une Fille,Collectez 50 Fragments pour recruter cette Fille
54013,Joan,,
654020,Joan,,
754013,Joan,,
187,Jeton Spécial,Matériel d'Événement,À utiliser dans l'événement Recrutement Spécial
188,Coupon Spécial,Matériel d'Événement,"Matériel Spécial, à utiliser pour échanger des objets"
20001046,Avatar de Joan,Avatar Spécial,Avatar Spécial de Joan
4201004,Boîte de Ressources,Boîte à choix,"À utiliser pour choisir l'une des récompenses suivantes après son ouverture：Pièce d'Or *180K, Jus d'EXP *180K, Ciseau de Cristal *150, Plateau Repas *150"
4402001,Boîte d'Antiquité Orange,Boîte à choix,"À utiliser pour choisir l'une des récompenses suivantes après son ouverture：Cristal du Destin *1, Ailes d'Icare*1, Cœur d'Épine *1, Ombrelle de Fusion *1, Bâton des Jumelles *1, Lame Enflammée *1, Lame d'Imagination *1, Hache Crénelée *1, Canne d'Anniversaire *1, Hikari *1"
20001047,Avatar de Libération 5,Avatar Spécial,Libérer une Fille à 15 étoiles
7135,Union Éternelle,Skin,Skin de Kratos - Union Éternelle
27135,Union Éternelle,Skin,Skin de Kratos - Union Éternelle
7136,Don Rina,Skin,Skin de Rina - Don Rina
27136,Don Rina,Skin,Skin de Rina - Don Rina
4101007,Boîte de Fille（1ère période du Périple de Lavli）,Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Fantôme/Humain/Monstre/Fée. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
4101008,Boîte de Poupée 9 étoiles,Boîte à choix,À utiliser pour choisir d'obtenir une poupée 9 étoiles de la Maison Fantôme/Humain/Monstre/Fée
4102009,Boîte de Fille Ange/Démon（1ère période du Périple de Lavli）,Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Ange/Démon. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
4201005,Boîte de Ressources,Boîte à choix,"À utiliser pour choisir l'une des récompenses suivantes après son ouverture：Pièce d'Or *20M, Jus d'EXP *20M, Plateau Repas *15000, Ciseau de Cristal *15000, Biscuit de Serviteur *15000, Biscuit Spiritueux *3000"
4302002,Boîte de Skin,Boîte à choix,À utiliser pour choisir d'obtenir un skin. (Touchez la loupe pour savoir plus; le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
189,Gouvernail,Matériel d'Événement,"Matériel d'Événement, à utiliser pendant l'événement - Périple de Lavli"
190,Gouvernail Avancé,Matériel d'Événement,"Matériel d'Événement, à utiliser pendant l'événement - Périple de Lavli"
7137,Capo Linky,Skin,Skin de Linky - Capo Linky
27137,Capo Linky,Skin,Skin de Linky - Capo Linky
7138,Mecha-Démon,Skin,Skin de Kratos - Mecha-Démon
27138,Mecha-Démon,Skin,Skin de Kratos - Mecha-Démon
192,Boîte Surprise de Vapeur,Coffre de Matériel,"À utiliser pour obtenir une récompense aléatoire après son ouverture：Gemmes, Capsules Avancées, Tickets du Distributeur, Fragments de Fille, Ressources etc"
8048,Jauge de Pression,Cadre d'Avatar,Obtenable en achetant le Billet de 1ère Classe dans la 5ème Période du Festival à Vapeur
4201006,Boîte de Ressources,Boîte à choix,"À utiliser pour choisir l'une des récompenses suivantes après son ouverture：Pièce d'Or *4M, Jus d'EXP *4M, Plateau Repas *3000, Ciseau de Cristal *3000, Biscuit de Serviteur *3000, Biscuit Spiritueux *600"
4403001,Boîte d'Antiquité Orange Exclusive,Boîte à choix,À utiliser pour choisir d'obtenir une Antiquité Orange Exclusive. (Touchez la loupe pour savoir plus)
191,Branche de Corail,Matériel d'Événement,"Matériel d'Événement, utilisé dans l'événement du Périple de Lavli"
930194,Uriel 5 étoiles,Recruter une Fille,Collectez 50 Fragments pour recruter cette Fille
56007,Uriel,,
656017,Uriel,,
756007,Uriel,,
930195,Izanami 5 étoiles,Recruter une Fille,Collectez 50 Fragments pour recruter cette Fille
55008,Izanami,,
655017,Izanami,,
755007,Izanami,,
7139,Réveillon de Noël,Skin,Skin de Sino - Réveillon de Noël
27139,Réveillon de Noël,Skin,Skin de Sino - Réveillon de Noël
4101009,Boîte de Filles 5 étoiles,Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Fantôme/Humain/Monstre/Fée. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
4102010,Boîte de Fille 5 étoiles Ange/Démon,Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Ange/Démon. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
20001048,Avatar Exclusif de Uriel & Izanami,Avatar Spécial,Avatar Exclusif de Uriel & Izanami. L'Aube ou le Crépuscule ?
193,Nœud papillon,Matériel d'Événement,Matériel d'Événement. À utiliser dans l'événement Maison de poupées
7140,Livraison de Noël,Skin,Skin d'Uriel - Livraison de Noël
27140,Livraison de Noël,Skin,Skin d'Uriel - Livraison de Noël
7141,Déesse de Noël,Skin,Skin d'Izanami - Déesse de Noël
27141,Déesse de Noël,Skin,Skin d'Izanami - Déesse de Noël
6713,Aube Éternelle,Antiquité,
6714,Aube Éternelle,Antiquité,
6715,Aube Éternelle,Antiquité,
6716,Aube Éternelle,Antiquité,
6717,Aube Éternelle,Antiquité,
6718,Aube Éternelle,Antiquité,
9117,Arrêter,Émoji,Émoji de Noël - Sino
9118,Vilaine,Émoji,Émoji de Noël - Ésaü & Jacob
9119,Spectateur,Émoji,Émoji de Noël - Uriel
9120,Tu oses ?,Émoji,Émoji de Noël - Izanami
1110019,Chaise Gaming 2,Meuble,Pouvoir ajuster les paramètres du siège est nécessaire pour l'adapter aux besoins de chacun.
1120001,Parquet de fête,Meuble,La fête de Noël pour les Filles~
1120002,Papier Peint de fête,Meuble,Papier Peint de fête unique pour les Filles.
1120003,Fenêtre de Noël,Meuble,"Fête à l'intérieur, neige à l'extérieur."
1120004,Rideau Rouge,Meuble,"Avec des rideaux rouges, l'ambiance de fête sera encore meilleure !"
1120005,Guirlande,Meuble,Les guirlandes lumineuses adaptées à Noël sont parfaites pour la décoration extérieure et intérieure !
1120006,Train de Bonbon,Meuble,Le train de bonbons enrobés de crème glacée est tellement cool ~
1120007,Cabine de train Vert,Meuble,Une cabine remplie de bonbons et de biscuits.
1120008,Cabine de train Bleu,Meuble,Une cabine remplie de bonbons et de biscuits.
1120009,Rail de train 1,Meuble,Le rail plein de bonbons apporte beaucoup de joie ~
1120010,Rail de train 2,Meuble,Le rail plein de bonbons apporte beaucoup de joie ~
1120011,Rail de train 3,Meuble,Le rail plein de bonbons apporte beaucoup de joie ~
1120012,Rail de train 4,Meuble,Le rail plein de bonbons apporte beaucoup de joie ~
1120013,Casse-Noisette Rouge,Meuble,Les casse-noisettes sont également des ornements magnifiques.
1120014,Casse-Noisette Bleu,Meuble,Les casse-noisettes sont également des ornements magnifiques.
1120015,Table à manger,Meuble,Recevez avec charme et générosité en compagnie de cette table à manger !
1120016,Bougeoir,Meuble,"Que ce soit en tant que bougeoir ou simplement décoration de table, il attire toujours les regards !"
1120017,Service à thé 2,Meuble,"Je suis fatigué, buvons du thé ensemble."
1120018,Balançoire,Meuble,Qui aimera le plus l'utiliser ?
1120019,Gâteau de Noël,Meuble,"Vite, coupons le gâteau ~"
1120020,Maison en pain d'épice,Meuble,Le pain d’épices porte de doux parfums~
1120021,Pain d'épices Vert,Meuble,Des biscuits en pain d'épices au top !
1120022,Pain d'épices Rouge,Meuble,Des biscuits en pain d'épices au top !
1120023,Lit d'enfant,Meuble,Ce lit deviendra le point central de votre chambre à coucher !
1120024,Boîte de bonbons,Meuble,"Une boîte remplie de bonbons, qui ne serait pas excité ~"
1120025,Sac de bonbons,Meuble,"Une boîte remplie de bonbons, qui ne serait pas excité ~"
1120026,Nuit de Noël enneigée,Meuble,"La nuit de Noël, il y a des milliers de lumières. Joyeux Noël!"
20001049,Avatar de Noël 2020,Avatar Spécial,Avatar de Noël 2020
8049,Renne de Noël,Cadre d'Avatar,Événement de Noël 2020
194,Bois de Renne,Matériel d'Événement,À utiliser dans l'événement Marché de Noël
4202002,Coffre de ressources,Coffre à choix,"Coffre au trésor précieux, vous pouvez choisir l'une des récompenses suivantes après son ouverture： Capsule Avancée * 15; Sceau * 5; Ticket du Distributeur * 80; Ticket du Distributeur avancé * 10"
195,Débloquer le 4ème Cadeau,,Le 4ème Cadeau de Noël sera débloqué après l'achat de ce pack.
7142,Vœux Sincères,Skin,Skin de Sakura - Vœux Sincères
27142,Vœux Sincères,Skin,Skin de Sakura - Vœux Sincères
196,Boîte de Nouvel An,Boîte de ressource,"À utiliser pour obtenir aléatoirement une des récompenses suivantes：「Pièce d'Or*388k, Jus d'EXP *388k, Plateau Repas *388, Ciseau de Cristal*388, Biscuit de Serviteur*388, Biscuit Spiritueux *66」"
197,Boîte de Luxe de Nouvel An,Boîte de ressource,"À utiliser pour obtenir aléatoirement une des récompenses suivantes：「Pièce de Capsule Avancée*1, Sceau *1, Ticket Avancé du Distributeur *1, Fragment de Fille 5 étoiles *10, Fragment d'Antiquité Orange *10」"
20001050,Avatar Exclusif de 2021,Avatar Spécial,Avatar Exclusif de 2021
4101010,Boîte de Poupée 10 étoiles,Boîte à choix,À utiliser pour choisir d'obtenir une poupée 10 étoiles de la Maison Fantôme/Humain/Monstre/Fée
4101011,Boîte de Filles 5 étoiles,Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Fantôme/Humain/Monstre/Fée. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
198,Document Préparatoire,Matérial utilisé pour améliorer les Compétences d'Élite,À utiliser pour améliorer le niveau de Compétences d'Élite
199,Document Préparatoire Avancé,Matérial utilisé pour améliorer les Compétences d'Élite,À utiliser pour améliorer le niveau de Compétences d'Élite
7143,Promesse Pure,Skin,Skin d'Isabelle - Promesse Pure
27143,Promesse Pure,Skin,Skin d'Isabelle - Promesse Pure
7144,Provision d'Hiver,Skin,Skin de Psychic - Provision d'Hiver
27144,Provision d'Hiver,Skin,Skin de Psychic - Provision d'Hiver
930196,Vera 5 étoiles,Invoquer,Collectez 50 Fragments pour recruter cette Fille
54014,Vera,,
654021,Vera,,
754014,Vera,,
7145,Chant de Geisha,Skin,Skin de Geisha - Chant de Geisha
27145,Chant de Geisha,Skin,Skin de Geisha - Chant de Geisha
4203001,Boîte de Ressources,Coffre à choix,"À utiliser pour choisir l'une des récompenses suivantes après son ouverture：Pièce d'Or *4M, Jus d'EXP *4M, Plateau Repas *3000, Ciseau de Cristal *3000"
8050,Exploration du Vieux Campus,Cadre d'Avatar,"Les TOP 10 de l'événement d'Exploration du Vieux Campus, dure 14 jours."
4101012,Boîte de Fille (2ème période du Périple de Lavli),Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Fantôme/Humain/Monstre/Fée. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
4102011,Boîte de Fille Ange/Démon (2ème période du Périple de Lavli),Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Ange/Démon. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
4302003,Boîte de Skin (2ème période du Périple de Lavli),Boîte à choix,À utiliser pour choisir d'obtenir un skin. (Touchez la loupe pour savoir plus; le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
20001051,Avatar Exclusif de Vera,Avatar Spécial,Avatar Exclusif de Vera
200,Macaron,Événement,"Matériel d'Événement, à utiliser dans l'événement Pause Gourmande"
222222221,As de Cœur,,
202,Capsule de Débutant,Matériel d'Événement,À utiliser pour recruter une Fille dans l'événement de Capsules Exclusives de Débutant
7146,Reine du Ménage,Skin,Skin de Saint Majesté - Reine du Ménage
27146,Reine du Ménage,Skin,Skin de Saint Majesté - Reine du Ménage
4101013,Boîte de Fille 5 étoiles (Capsules Exclusives de Débutant),Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Fantôme/Humain/Monstre/Fée. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
4102012,Boîte de Fille 5 étoiles Ange/ Démon (Capsules Exclusives de Débutant),Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Ange/Démon. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
4203002,Boîte de Ressources,Boîte à choix,"À utiliser pour choisir l'une des récompenses suivantes après son ouverture：Pièce d'Or *1300K, Jus d'EXP *1300K, Plateau Repas *1000, Ciseau de Cristal *1000"
930197,Azumi 5 étoiles,Recruter une Fille,Collectez 50 Fragments pour recruter cette Fille
55009,Azumi,,
655018,Azumi,,
755008,Azumi,,
7147,Mecha-Pirate,Skin,Skin de Rina - Mecha-Pirate
27147,Mecha-Pirate,Skin,Skin de Rina - Mecha-Pirate
7148,Câlin Chaleureux,Skin,Skin de Psychic - Câlin Chaleureux
27148,Câlin Chaleureux,Skin,Skin de Psychic - Câlin Chaleureux
8051,Mecha-Navigation,Cadre d'Avatar,Obtenable en achetant le Billet de 1ère Classe dans la 6ème Période du Festival à Vapeur
7149,Loup des Mers,Skin,Skin de Fenrir - Loup des Mers
27149,Loup des Mers,Skin,Skin de Fenrir - Loup des Mers
7150,Mélodie Lunaire,Skin,Skin de Pandaria - Mélodie Lunaire
27150,Mélodie Lunaire,Skin,Skin de Pandaria - Mélodie Lunaire
7151,Qipao Séduisant,Skin,Skin de Joan - Qipao Séduisant
27151,Qipao Séduisant,Skin,Skin de Joan - Qipao Séduisant
8001,Champion de la Bataille de Guilde,Cadre d'Avatar,Champion de la Bataille de Guilde (7 Jours)
8002,Finaliste de la Bataille de Guilde,Cadre d'Avatar,Finaliste de la Bataille de Guilde (7 Jours)
8003,Demi-Finaliste de la Bataille de Guilde,Cadre d'Avatar,Cadre d'Avatar Demi Final de la Bataille de Guilde (7 Jours)
8004,Quart-de-Finaliste de la Bataille de Guilde,Cadre d'Avatar,Quart-de-Finaliste de la Bataille de Guilde (7 Jours)
8005,Huitième-de-Finaliste de la Bataille de Guilde,Cadre d'Avatar,Huitième-de-Finaliste de la Bataille de Guilde (7 Jours)
930198,Shina 5 étoiles,Recruter une Fille,Collectez 50 Fragments pour recruter cette Fille
53014,Shina,,
653021,Shina,,
753014,Shina,,
4101014,Boîte de Fille (Le Périple de Lavli-S3),Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Fantôme/Humain/Monstre/Fée. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
4101015,Boîte de Filles 5 étoiles,Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Fantôme/Humain/Monstre/Fée. (Le contenu disponible ne changera pas après l'avoir obtenu)
4302004,Boîte de Skin (Le Périple de Lavli-S3),Boîte à choix,À utiliser pour choisir d'obtenir un skin. (Touchez la loupe pour savoir plus; le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
4102013,Boîte de Fille (Le Périple de Lavli-S3),Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Ange/Démon. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
207,Boîte de Filles,Boîte de Fille,"À utiliser pour choisir l'une des récompenses suivantes après son ouverture：Fragments de Izanami 5 étoiles *50, Fragment d'Uriel 5 étoiles *50"
7152,Hanabi,Skin,Skin de Viviane - Hanabi
27152,Hanabi,Skin,Skin de Viviane - Hanabi
201,As de Cœur,Matériel d'Événement,"Matériel d'Événement, à utiliser dans l'événement de Distribution Chanceuse"
6719,Micro d'Idole,Antiquité,
6720,Micro d'Idole,Antiquité,
6721,Micro d'Idole,Antiquité,
6722,Micro d'Idole,Antiquité,
6723,Micro d'Idole,Antiquité,
6724,Micro d'Idole,Antiquité,
20001052,Avatar Exclusif d'Azumi,Avatar Spécial,Avatar Exclusif d'Azumi
20001053,Avatar Exclusif de Shina,Avatar Spécial,Avatar Exclusif de Shina
206,Sac porte-bonheur,Matériel d'Événement,"Matériel d'Événement, à utiliser dans l'événement de Cérémonie du Nouvel An"
4402002,Boîte d'Antiquité Orange,Boîte à choix,À utiliser pour choisir d'obtenir une Antiquité Orange (Touchez la loupe pour en savoir plus; le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
8052,Surprise Romantique,Cadre d'Avatar,"Cadre d'Avatar de la Saint-Valentin 2021, peut être obtenu dans un événement à durée limité."
203,Pain Délicieux,Matériel à utiliser,"Croquant, doux et sucré, ce pain met toujours l'eau à la bouche. Matériau utilisable dans l'Aventure de l'Excursion Scolaire"
204,Bois Fin,Matériel à utiliser,"Dur et lourd avec une couleur claire, cela semble être un matériau de construction de première classe. Matériau utilisable dans l'Excursion Scolaire pour améliorer le niveau des bâtiments"
205,Minéral Bleu,Matériel à utiliser,Un minéral bleu cristallin qui semble renfermer une puissance incroyable. Peut être utilisé pour augmenter le niveau des bonus d'attributs des Filles dans l'Excursion Scolaire
208,Clé des Souvenirs,Matériel à utiliser,À utiliser pour déverrouiller des Souvenirs dans Mémoire
7153,Magie Violette,Skin,Skin d'Amelia - Magie Violette
27153,Magie Violette,Skin,Skin d'Amelia - Magie Violette
209,Lanterne,Matériel d'Événement,"Matériel Spécial, à utiliser pour échanger des objets"
7154,Hina Matsuri,Skin,Skin d'Ennmaya - Hina Matsuri
27154,Hina Matsuri,Skin,Skin d'Ennmaya - Hina Matsuri
210,Boîte Magique Bleu,Boîte de ressource,"À utiliser pour obtenir aléatoirement une des récompenses suivantes：「Plateau Repas *15K, Biscuit de Serviteur *6K, Biscuit Spiritueux *1K, Plateau Repas *20K, Ciseau de Cristal *20K, Fragment d'Antiquité Orange Exclusif *50」"
211,Boîte Magique Violette,Boîte de ressource,"À utiliser pour obtenir aléatoirement une des récompenses suivantes：「Pièce d'Or *15M, Jus d'EXP *15M, Pièce d'Or *30M, Jus d'EXP *30M, Fragment de Fille 3 étoiles *3K, Fragment de Fille 5 étoiles *150, Fragment de Fille d'Élite 5 étoiles *100」"
212,Tamagoyaki,Matériel d'Événement,"Matériel Spécial, à utiliser pour échanger des objets"
213,Crêpe,Matériel d'Événement,"Matériel Spécial, à utiliser pour échanger des objets"
214,Mikan Wagashi,Matériel d'Événement,"Matériel Spécial, à utiliser pour échanger des objets"
4102014,Boîte de Fille 5 étoiles Ange/Démon,Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Ange/Démon. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
7155,Flamme d'Amour,Skin,Skin de Kira - Flamme d'Amour
27155,Flamme d'Amour,Skin,Skin de Kira - Flamme d'Amour
930199,Ambre 5 étoiles,Recruter une Fille,Collectez 50 Fragments pour recruter cette Fille
52015,Ambre,,
652022,Ambre,,
752015,Ambre,,
930200,Vanessa 5 étoiles,Recruter une Fille,Collectez 50 Fragments pour recruter cette Fille
51014,Vanessa,,
651021,Vanessa,,
751014,Vanessa,,
4101016,Boîte de Fille (Le Périple de Lavli-S4),Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Fantôme/Humain/Monstre/Fée. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
4102015,Boîte de Fille Ange/Démon (Le Périple de Lavli-S4),Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Ange/Démon. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
4302005,Boîte de Skin (Le Périple de Lavli-S4),Boîte à choix,À utiliser pour choisir d'obtenir un skin. (Touchez la loupe pour savoir plus; le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
7156,Lotus du Lac,Skin,Skin de Papillon - Lotus du Lac
27156,Lotus du Lac,Skin,Skin de Papillon - Lotus du Lac
20001055,Avatar d'Ambre,Avatar Spécial,"Avatar Exclusif d'Ambre, obtenable dans l'événement Avis d'admission"
20001056,Avatar de Vanessa,Avatar Spécial,Avatar Exclusif de Vanessa
7157,Cœur Fondant,Skin,Skin de Chris - Cœur Fondant
27157,Cœur Fondant,Skin,Skin de Chris - Cœur Fondant
4101017,Boîte de Filles 5 étoiles,Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Fantôme/Humain/Monstre/Fée. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
215,Fleurette,Matériel d'Événement,"Matériel d'Événement, à utiliser dans l'événement de Vers l'infini et au delà"
4102016,Boîte de Fille 5 étoiles Ange/Démon,Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Ange/Démon. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
217,Marionnette,Matériel d'Événement,"Matériel d'Événement, à utiliser dans l'événement de Spectacle des Marionnettes"
7158,Magicienne,Skin,Skin d'Azumi - Magicienne
27158,Magicienne,Skin,Skin d'Azumi - Magicienne
7159,Étoile du Cirque,Skin,Skin d'Aquaris - Étoile du Cirque
27159,Étoile du Cirque,Skin,Skin d'Aquaris - Étoile du Cirque
216,Cristal du Serviteur,Matériel du Serviteur,"Matériel du Serviteur, à utiliser pour améliorer le niveau de Noyau Précieux du Serviteur"
7160,Reine de la Radio,Skin,Skin de Capsula - Reine de la Radio
27160,Reine de la Radio,Skin,Skin de Capsula - Reine de la Radio
7161,Lapin de Pâques,Skin,Skin de Gabriel - Lapin de Pâques
27161,Lapin de Pâques,Skin,Skin de Gabriel - Lapin de Pâques
218,Œuf à Pois,Matériel d'Événement,"Matériel d'Événement, à utiliser dans l'événement d'Œufs Surprises de Pâques"
219,Œuf Dentelle,Matériel d'Événement,"Matériel d'Événement, à utiliser dans l'événement d'Œufs Surprises de Pâques"
220,Œuf Doré,Matériel d'Événement,"Matériel d'Événement, à utiliser dans l'événement d'Œufs Surprises de Pâques"
7162,Boîte-à-Turin,Skin,Skin de Turin - Boîte-à-Turin
27162,Boîte-à-Turin,Skin,Skin de Turin - Boîte-à-Turin
